name,address,city,state,zip_code,county,license_number,phone,email,provider_type_raw,type,ages_served_raw,age_min_months,age_max_months,age_range_min,age_range_max,capacity,slug,source,source_url,source_as_of_date,is_verified_by_gov,is_profile_public,lat,lng,geocode_status
Little Ivy Learning Center,660 East Glen Avenue,Ridgewood,NJ,07450,Bergen,02AKI0002,+12014440048,info@mylittleivy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,99.0,little-ivy-learning-center-ridgewood-nj-3824d1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Stars Day Care Center,77 Park Street,Ridgefield Park,NJ,07660,Bergen,02A2Z0003,+12018071111,eyoussef@msn.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,60.0,little-stars-day-care-center-ridgefield-park-nj-9eee00,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Tiny Little Pieces Learning Center,2144 Route 130 North,Bordentown,NJ,08505,Burlington,CCC130195,+18569865722,a.cardone0523@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,165.0,tiny-little-pieces-learning-center-bordentown-nj-ec72e3,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Newman Early Learning Center,2118 Branch Pike,Cinnaminson,NJ,08077,Burlington,CCC129466,+18565434041,patty.newman@newmanelc.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,75.0,newman-early-learning-center-cinnaminson-nj-499d68,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Healthy Kids @ Holbein School,333 Levis Drive,Mount Holly,NJ,08060,Burlington,CCC128843,+16466719364,windell@healthykidsprograms.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,healthy-kids-holbein-school-mount-holly-nj-d719e1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Healthy Kids @ Folwell School,455 Jacksonville Road,Mount Holly,NJ,08060,Burlington,CCC128842,+16466719364,windell@healthykidsprograms.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,healthy-kids-folwell-school-mount-holly-nj-1d2c92,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Healthy Kids @ Brainerd Elementary School,100 Wollner Drive,Mount Holly,NJ,08060,Burlington,CCC128841,+16466719364,windell@healthykidsprograms.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,healthy-kids-brainerd-elementary-school-mount-holly-nj-504796,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
GPY Commerce Early Learning Center,14000 Commerce Parkway,Mount Laurel,NJ,08054,Burlington,CCC128699,+18562669922,jvogt@philaymca.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,150.0,gpy-commerce-early-learning-center-mount-laurel-nj-b7b3d8,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA of the Pines at Memorial School,55 Mill Street,Medford,NJ,08055,Burlington,CCC128465,+16096548225,becki@ycamp.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,50.0,ymca-of-the-pines-at-memorial-school-medford-nj-bf9ae3,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Learning Experience,400 Kevin Johnson Blvd,Bordentown,NJ,08505,Burlington,CCC128239,+16092981394,bordentownnj@tlechildcare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,161.0,the-learning-experience-bordentown-nj-f0e4b2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA of the Pines at Ocky Rohrer,1303 Stokes Road,Medford,NJ,08055,Burlington,CCC128222,+16096548225,jill@ycamp.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,45.0,ymca-of-the-pines-at-ocky-rohrer-medford-nj-ac8ebd,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Rising Stars Learning Center LLC,201 Sunset Road,Willingboro,NJ,08046,Burlington,CCC127282,+16092279784,rslcnj@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,65.0,rising-stars-learning-center-llc-willingboro-nj-65d00f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Just Kids- Van Zant,270 Conestoga Drive,Marlton,NJ,08053,Burlington,CCC127026,+18568574841,justkids@archwayprograms.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,232.0,just-kids-van-zant-marlton-nj-9d8ab0,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Just Kids- Rice,505 Crown Royal Circle,Marlton,NJ,08053,Burlington,CCC127025,+18568574841,justkids@archwayprograms.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,150.0,just-kids-rice-marlton-nj-23ba7e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Just Kids- Marlton Elementary,190 Tomlinson Mill Rd,Marlton,NJ,08053,Burlington,CCC127024,+18568574841,justkids@archwayprograms.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,294.0,just-kids-marlton-elementary-marlton-nj-0cb05c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Just Kids- Jaggard,2 Wescott Rd,Marlton,NJ,08053,Burlington,CCC127023,+18568574841,justkids@archwayprograms.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,250.0,just-kids-jaggard-marlton-nj-bc1fa7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Just Kids- DeMasi,199 Evesboro-Medford Rd,Marlton,NJ,08053,Burlington,CCC127022,+18568574841,justkids@archwayprograms.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,just-kids-demasi-marlton-nj-8c4639,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Just Kids- Beeler Elementary,60 Caldwell Ave,Marlton,NJ,08053,Burlington,CCC127021,+18568574841,justkids@archwayprograms.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,195.0,just-kids-beeler-elementary-marlton-nj-a3e5de,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
GPY Mt Laurel Early Learning Center,"1001 Briggs Road, Suites 260 And 275",Mount Laurel,NJ,08054,Burlington,CCC127008,+14849215855,jvogt@philaymca.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,270.0,gpy-mt-laurel-early-learning-center-mount-laurel-nj-73ed25,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA Base at Riverton,600 Fifth Street,Riverton,NJ,08077,Burlington,CCC121350,+18562319622,dorothy.glasgow@philaymca.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,80.0,ymca-base-at-riverton-riverton-nj-ec799f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
M Joan Pearson Elementary,1301 Burlington Avenue,Delanco,NJ,08075,Burlington,CCC121207,+18562319622,dorothy.glasgow@philaymca.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,80.0,m-joan-pearson-elementary-delanco-nj-4596ab,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kidz Space Enrichment Programs,1308 Mount Holly Road,Burlington,NJ,08016,Burlington,CCC120786,+16093843881,admin@kidzspacenj.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,76.0,kidz-space-enrichment-programs-burlington-nj-da71c5,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Luv N Care Child Care Center,530 Lakehurst Road,Browns Mills,NJ,08015,Burlington,CCC120725,+16098939900,sondra74@icloud.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,30.0,luv-n-care-child-care-center-browns-mills-nj-710836,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Apple Montessori Schools,1401 S. Church St.,Mt. Laurel,NJ,08054,Burlington,CCC120095,+16093606261,mountlaurel@applemontessorischools.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,189.0,apple-montessori-schools-mt-laurel-nj-2c5d7b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
KareamaKids2,1841 Burlington-Mount Holly Road,Mount Holly,NJ,08060,Burlington,CCC119826,+16098894235,kareamakids2@yahoo.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,26.0,kareamakids2-mount-holly-nj-10bc19,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
KCE Champions LLC at Denbo-Crichton Elementary School,2 Learning Way,Browns Mills,NJ,08015,Burlington,CCC118790,+12153851958,jtracey@discoverchampions.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,120.0,kce-champions-llc-at-denbo-crichton-elementary-school-browns-mills-nj-322c7d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
KCE Champions LLC at Joseph Stackhouse Elementary,125 Trenton Road,Browns Mills,NJ,08015,Burlington,CCC118765,+16093463327,jtracey@discoverchampions.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,90.0,kce-champions-llc-at-joseph-stackhouse-elementary-browns-mills-nj-4d23c1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
KCE Champions LLC at Howard Emmons Elementary,14 Scrapetown Road,Pemberton,NJ,08068,Burlington,CCC118764,+12153851958,jtracey@discoverchampions.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,kce-champions-llc-at-howard-emmons-elementary-pemberton-nj-c4f516,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
KCE Champions LLC at Pemberton ECEC,100 Arneys Mount Road,Pemberton,NJ,08068,Burlington,CCC118750,+12153851958,jtracey@discoverchampions.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,140.0,kce-champions-llc-at-pemberton-ecec-pemberton-nj-43f39e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Children of America Cinnaminson LLC,1105 Us-130,Cinnaminson,NJ,08077,Burlington,CCC118730,+18568649400,coacinnaminsonnj@childrenofamerica.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,163.0,children-of-america-cinnaminson-llc-cinnaminson-nj-c1d60f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Margaret Donnelly O'Connor Education and Wellness Center,1 Francis Way,Mount Laurel,NJ,08054,Burlington,CCC117589,+18564399901,cyoung@fairsharedevelopment.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,54.0,margaret-donnelly-o-connor-education-and-wellness-center-mount-laurel-nj-629d87,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kidz Space Corporation,520 Hedding Jacksonville Road,Mount Holly,NJ,08060,Burlington,CCC117391,+16093843881,admin@kidzspacenj.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,30.0,kidz-space-corporation-mount-holly-nj-477463,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA at Maude Wilkins Elementary School,34 W. Mill Rd,Maple Shade,NJ,08052,Burlington,CCC117331,+18562319622,dorothy.glasgow@philaymca.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,60.0,ymca-at-maude-wilkins-elementary-school-maple-shade-nj-69958c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA at Howard Yocum Elementary,748 North Forklanding Road,Maple Shade,NJ,08052,Burlington,CCC117209,+18562319622,dorothy.glasgow@philaymca.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,60.0,ymca-at-howard-yocum-elementary-maple-shade-nj-e72ac6,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Baobab Learning Tree LLC,1786 Jacksonville-Jobstown,Bordentown,NJ,08505,Burlington,CCC116280,+16093724072,thebaobablearningtree@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,21.0,the-baobab-learning-tree-llc-bordentown-nj-ee9f6a,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Laurel Tree Academy,1561 Rt 38,Lumberton,NJ,08048,Burlington,CCC116175,+18562311400,morapallo@kidsandcompany.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,125.0,laurel-tree-academy-lumberton-nj-c0d40f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Children of America Evesham LLC,181 Route 70 East,Marlton,NJ,08053,Burlington,CCC116105,+18564465647,coamarltonnj@childrenofamerica.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,150.0,children-of-america-evesham-llc-marlton-nj-b64714,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
STEM Academy For Young Kids Chesterfield LLC dba iGo STEM Academy,90 Saddle Way,Chesterfield,NJ,08515,Burlington,CCC114903,+17329159387,stemacademychesterfield@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,150.0,stem-academy-for-young-kids-chesterfield-llc-dba-igo-stem-academy-chesterfield-nj-bb1a78,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kidz Space Corporation,601 Fountain Avenue,Burlington,NJ,08016,Burlington,CCC114713,+16093843881,admin@kidzspacenj.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,150.0,kidz-space-corporation-burlington-nj-9694ef,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kidz Space Corporation,1203 Neck Road,Burlington,NJ,08016,Burlington,CCC114712,+16093843881,admin@kidzspacenj.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,150.0,kidz-space-corporation-burlington-nj-9694ef,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA at C.B. Lamb,46 Schoolhouse Road,Wrightstown,NJ,08562,Burlington,CCC114389,+18562319622,dorothy.glasgow@philaymca.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,30.0,ymca-at-c-b-lamb-wrightstown-nj-9c0d01,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Learning Experience,4175 Us-130,Edgewater Park,NJ,08010,Burlington,190300245,+16097334179,edgewaterpark@tlechildcare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,165.0,the-learning-experience-edgewater-park-nj-782ace,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kaleidoscope Academy 2,45 Homestead Drive,Columbus,NJ,08022,Burlington,190100156,+16094005943,columbus@ka-nj.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,85.0,kaleidoscope-academy-2-columbus-nj-efa357,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Learning Experience,710 Broad Street,Riverton,NJ,08077,Burlington,190100080,+18563895520,riverton@tlechildcare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,172.0,the-learning-experience-riverton-nj-156464,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Lightbridge Academy of Delran,5029 Route 130 Ste 70,Delran,NJ,08075,Burlington,190100035,+18567641700,delran_nj@lightbridgeacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,180.0,lightbridge-academy-of-delran-delran-nj-e6cb65,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA of the Pines at Tabernacle Schools,141 New Road,Tabernacle,NJ,08088,Burlington,180800211,+16096548225,becki@ycamp.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,ymca-of-the-pines-at-tabernacle-schools-tabernacle-nj-b3cfec,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Malvern School of Marlton,1021 Rte 73,Marlton,NJ,08053,Burlington,180400102,+18562304900,marlton@malvernschool.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,128.0,the-malvern-school-of-marlton-marlton-nj-124e7a,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Mansfield Village Program,200 Mansfield Road East,Columbus,NJ,08022,Burlington,171200134,+16096945648,mvp@mansfieldschool.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,130.0,mansfield-village-program-columbus-nj-ce530f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Willingboro BOE at Garfield East School,150 Evergreen Drive,Willingboro,NJ,08046,Burlington,171200025,+16098358600,tdavies@wboe.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,111.0,willingboro-boe-at-garfield-east-school-willingboro-nj-a21f81,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Willingboro BOE at Twin Hills School,110 Twin Hills Drive,Willingboro,NJ,08046,Burlington,171200024,+16098358600,tdavies@wboe.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,156.0,willingboro-boe-at-twin-hills-school-willingboro-nj-800e03,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Willingboro BOE at W R James School,41 Pinetree Lane,Willingboro,NJ,08046,Burlington,171200022,+16098358600,tdavies@wboe.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,willingboro-boe-at-w-r-james-school-willingboro-nj-628555,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Willingboro BOE at J. A. Cotten School,50 Rev. Dr. Martin Luther King Jr. Drive,Willingboro,NJ,08046,Burlington,171200021,+16098358600,tdavies@wboe.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,31.0,willingboro-boe-at-j-a-cotten-school-willingboro-nj-31c055,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Willingboro BOE at Hawthorne School,84 Hampshire Lane,Willingboro,NJ,08046,Burlington,171200019,+16098358600,tdavies@wboe.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,willingboro-boe-at-hawthorne-school-willingboro-nj-963c4f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Willingboro BOE at J C Stuart School,70 Sunset Road,Willingboro,NJ,08046,Burlington,171200018,+16098358600,tdavies@wboe.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,willingboro-boe-at-j-c-stuart-school-willingboro-nj-da659d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
LIFE / Four Corners Child Development Center,201 Clarkson Street,Burlington,NJ,08016,Burlington,170900115,+16093873878,info@life4cornersdaycare.org,Child Care Center,daycare,0 - 13 years,0,156,0,156,50.0,life-four-corners-child-development-center-burlington-nj-622712,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Stepping into Excellence Learning Center,320 Beverly Rancocas Road 2K,Willingboro,NJ,08046,Burlington,160800152,+16094403559,juanita@sielearning.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,20.0,stepping-into-excellence-learning-center-willingboro-nj-9602cf,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
South Jersey Childcare Corp dba Lightbridge Academy,4518 Church Road,Mount Laurel,NJ,08054,Burlington,160700041,+18565522808,lnolan@lightbridgeacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,184.0,south-jersey-childcare-corp-dba-lightbridge-academy-mount-laurel-nj-03d6f2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
All Things Are Possible Foundation,611 Beverly Rancocas Road,Willingboro,NJ,08046,Burlington,160600230,+16095439209,taworthy@atapfoundation.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,86.0,all-things-are-possible-foundation-willingboro-nj-399586,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kiddie Academy of Marlton,101 Merchants Way,Marlton,NJ,08053,Burlington,160400146,+18564463500,marlton@kiddieacademy.net,Child Care Center,daycare,0 - 13 years,0,156,0,156,143.0,kiddie-academy-of-marlton-marlton-nj-3a9fd7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kool Kidz World INC,455 Route 38 West,Maple Shade,NJ,08052,Burlington,151000119,+16093322967,koolkidzworld@comcast.net,Child Care Center,daycare,0 - 13 years,0,156,0,156,90.0,kool-kidz-world-inc-maple-shade-nj-891faf,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Learning Experience,809 South Church Street,Mount Laurel,NJ,08054,Burlington,150600014,+18565810297,mtlaurel@tlechildcare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,178.0,the-learning-experience-mount-laurel-nj-f36e83,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kidz Space Corporation,1 Student Drive,Eastampton,NJ,08060,Burlington,140800152,+16093843881,admin@kidzspacenj.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,150.0,kidz-space-corporation-eastampton-nj-b05b08,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Learning Experience,910 Route 73 South,Evesham,NJ,08053,Burlington,140500258,+18568101010,marlton@tlechildcare.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,173.0,the-learning-experience-evesham-nj-88d338,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Harris Academy for Learning, LLC",1301 Hornberger Avenue,Roebling,NJ,08554,Burlington,140100057,+16095068255,hrobin214@outlook.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,60.0,harris-academy-for-learning-llc-roebling-nj-e89c49,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Childtime Learning Centers,235 Strawbridge Drive,Moorestown,NJ,08057,Burlington,130600230,+18567228999,1522@childtime.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,110.0,childtime-learning-centers-moorestown-nj-0eecf7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
KCE Champions LLC at Chesterfield Elementary School,30 Saddle Way,Chesterfield,NJ,08515,Burlington,130600064,+12153851958,jtracey@discoverchampions.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,125.0,kce-champions-llc-at-chesterfield-elementary-school-chesterfield-nj-2433d5,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Steps Infant and Childcare Center,1509 Route 38 Unit 1,Hainesport,NJ,08036,Burlington,120900112,+18565772791,littlesteps1509@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,30.0,little-steps-infant-and-childcare-center-hainesport-nj-b527b6,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
YMCA Prime Time at Beverly City School,601 Bentley Ave,Beverly,NJ,08010,Burlington,100900010,+16095436200,dorothy.glasgow@philaymca.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,50.0,ymca-prime-time-at-beverly-city-school-beverly-nj-ddca68,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
