county,license_id,provider_type,provider_name,address,city,zip,phone,email,ages_served,capacity
Cape May,CCC118262,Child Care Center,CCWI Rainbow Summer Camp & Hmwk Club,Martin Luther King Community Center,Whitesboro,08252,(609) 536-2819,ccwirainbowcamp@gmail.com,6 - 13 years,100.0
Cape May,180600074,Child Care Center,Cape Christian Academy,10 Oyster Road,Cape May Court House,08210,(609) 465-4132,jlquirk@capechristianacademy.com,0 - 13 years,120.0
Cape May,180100095,Child Care Center,Woodbine Elementary School Latchkey Program,801 Webster Street,Woodbine,08270,(609) 861-5174,Kmcgay@woodbine.capemayschools.com,2 1/2 - 13 years,38.0
Cape May,170800108,Child Care Center,Lower Township Day Care Program - Sandman,838 Seashore Road,Cape May,08204,(609) 884-9400,kimbrooks@lowertwpschools.com,6 - 13 years,80.0
Cape May,170800107,Child Care Center,Lower Township Day Care Program - Maud Abrams,714 Townbank Road,Cape May,08204,(609) 884-9420,daycare@lowertwpschools.com,6 - 13 years,80.0
Cape May,170800106,Child Care Center,Lower Township Day Care Program - Memorial,2600 Bayshore Road,Villas,08251,(609) 884-9430,daycare@lowertwpschools.com,2 1/2 - 13 years,101.0
Cape May,170800104,Child Care Center,Lower Township Day Care Program - Mitnick,905 Seashore Road,Cape May,08204,(609) 884-9470,daycare@lowertwpschools.com,2 1/2 - 13 years,80.0
Cape May,131100223,Child Care Center,Villas Head Start Center,700 Bayshore Road,Villas,08251,(609) 435-5146,GJohnson@gatewaycap.org,0 - 6 years,68.0
Cape May,130800109,Child Care Center,The Learning Garden,115 Corson Tavern Road,Ocean View,08230,(609) 478-6164,learninggardenofSSUMC@gmail.com,0 - 13 years,56.0
Cape May,120400195,Child Care Center,"Sea the Future Learning Center, LLC",901 S Shore Road,Palermo,08223,(609) 224-0347,seathefuturelc@gmail.com,0 - 13 years,122.0
Cape May,100400249,Child Care Center,Lil Prodigy Learning Center,47 S Shore Road,Marmora,08223,(609) 390-1800,lilprodigymarmora@yahoo.com,0 - 13 years,60.0
Cape May,091100189,Child Care Center,Ark-Kids Club Pre-School,550 Wesley Avenue,Ocean City,08226,(609) 399-1915,LMack@octab.org,2 1/2 - 13 years,30.0
Cape May,080800043,Child Care Center,M. A. S. K. (Middle After School Kare),216 S Main Street,Cape May Court House,08210,(609) 463-0699,mask@middletwp.k12.nj.us,2 1/2 - 13 years,198.0
Cape May,080100154,Child Care Center,The Children's Country Place,3080 S Route 9,Seaville,08230,(609) 624-8624,children324@aol.com,0 - 13 years,60.0
Cape May,05WOO0001,Child Care Center,Woodbine Head Start Center,406 Monroe Avenue,Woodbine,08270,(609) 501-7692,oclark@gatewaycap.org,0 - 6 years,34.0
Cape May,05TRI0002,Child Care Center,Trinity Nursery School,20 N Shore Road,Marmora,08223,(609) 390-0974,trinitywebpage@trinitynurseryumc.org,0 - 13 years,101.0
Cape May,05TOM0001,Child Care Center,Tomorrow's World,261 Tuckahoe Road,Marmora,08223,(609) 390-1670,Tomorrowsworld261@gmail.com,0 - 13 years,114.0
Cape May,05PRO0001,Child Care Center,Project TEACH - Cape May,131 Crest Haven Road,Cape May Court House,08210,(609) 463-4870,Robert.Claxton@Dcf.nj.gov,0 - 6 years,15.0
Cape May,05OVE0001,Child Care Center,Over The Rainbow Nursery School & Day Care Center,303 Route 47 S,Cape May Court House,08210,(609) 886-4661,daycarelynn85@yahoo.com,0 - 13 years,22.0
Cape May,05FUN0001,Child Care Center,Lil Prodigy Learning Center 2,10 West Pacific Avenue,Cape May Courthouse,08210,(609) 463-8263,lilprodigymarmora@yahoo.com,0 - 13 years,51.0
Cape May,05FOR0004,Child Care Center,For Kids Only Country School,662 Townbank Road,Cape May,08204,(609) 884-1156,lindseyselby1116@gmail.com,0 - 13 years,30.0
Cape May,05DIS0001,Child Care Center,Discovery World,500 Bay Avenue,Ocean City,08226,(609) 398-2595,Mscristina.dw@gmail.com,2 1/2 - 6 years,30.0
Cape May,05CHI0004,Child Care Center,Raab Montessori Academy,145-147 Haven Avenue,Ocean City,08226,(609) 398-4225,learn@raabmontessori.com,0 - 13 years,76.0
Cape May,05CAP0002,Child Care Center,Cape Regional Medical Center Auxiliary Early Education Center,2 Stone Harbor Blvd,Cape May Court House,08210,(609) 463-2500,TLabrum@caperegional.com,0 - 6 years,93.0
Cape May,05APP0004,Child Care Center,Lil Prodigy Learning Center 3,148 Crest Haven Road,Cape May Court House,08210,(609) 436-4206,lilprodigymarmora@yahoo.com,0 - 13 years,62.0
Cumberland,CCC126997,Child Care Center,Wee Care Child Care,2725 N Delsea Dr,Vineland,08360,(856) 696-4380,sberry@havenofvineland.com,2 1/2 - 13 years,93.0
Cumberland,CCC123736,Child Care Center,KCE Champions LLC at Casimer M. Dallago Early Learning Center,240 S 6th Street,Vineland,08360,(640) 246-0486,danielle.salzano@discoverchampions.com,2 1/2 - 6 years,30.0
Cumberland,CCC123733,Child Care Center,KCE Champions LLC @ Dr. John Winslow Elementary School,1335 Magnolia Road,Vineland,08361,(640) 248-7692,john.berenato@discoverchampions.com,6 - 13 years,75.0
Cumberland,CCC123732,Child Care Center,KCE Champions LLC at Dane Barse Elementary School,240 S Orchard Road,Vineland,08360,(640) 248-7692,john.berenato@discoverchampions.com,6 - 13 years,75.0
Cumberland,CCC123731,Child Care Center,KCE Champions LLC at Anthony Rossi Elementary School,2572 Palerma Avenue,Vineland,08361,(856) 416-9003,Zuleyka.reyes@discoverchampions.com,2 1/2 - 13 years,125.0
Cumberland,CCC123730,Child Care Center,KCE Champions LLC at Dr. William Mennies Elementary School,361 E Grant Ave,Vineland,08360,(640) 246-0486,Danielle.salzano@discoverchampions.com,2 1/2 - 13 years,150.0
Cumberland,CCC123729,Child Care Center,KCE Champions LLC at Edward R. Johnstone School,165 S Brewster RD,Vineland,08361,(640) 246-0486,danielle.salzano@discoverchampions.com,2 1/2 - 13 years,75.0
Cumberland,CCC123728,Child Care Center,KCE Champions LLC at Gloria Sabater Elementary School,301 S East Boulevard,Vineland,08360,(640) 246-0486,Danielle.salzano@discoverchampions.com,6 - 13 years,75.0
Cumberland,CCC123727,Child Care Center,KCE Champions LLC at Marie Durand Elementary School,371 West Forest Grove Road,Vineland,08360,(640) 246-0486,danielle.salzano@discoverchampions.com,6 - 13 years,75.0
Cumberland,CCC123726,Child Care Center,KCE Champions LLC at Pauline Petway Elementary School,1115 S Lincoln Ave,Vineland,08361,(640) 248-7692,john.berenato@discoverchampions.com,6 - 13 years,100.0
"Provider 
County",License Number,Provider Type,Provider Name,Provider Address 1,Provider City,"Provider Zip 
Code","Provider Phone 
Number",Provider Email Address,Ages Served,
Cumberland,CCC123725,Child Care Center,KCE Champions LLC at Sgt. Dominick Pilla Middle School,3133 S Lincoln Ave,Vineland,08361,(640) 248-7692,john.berenato@discoverchampions.com,6 - 13 years,75.0
Cumberland,CCC123724,Child Care Center,KCE Champions LLC at Solve E. D'Ippolito Elementary School,1578 N Valley Ave,Vineland,08361,(640) 248-7692,john.berenato@discoverchampions.com,6 - 13 years,100.0
Cumberland,CCC123723,Child Care Center,KCE Champions LLC at Thomas Wallace Middle School,688 N Mill Road,Vineland,08360,(640) 246-0486,Danielle.salzano@discoverchampions.com,6 - 13 years,60.0
Cumberland,CCC123722,Child Care Center,KCE Champions LLC at Veterans Memorial Middle School,424 S Main Road,Vineland,08360,(640) 248-7692,john.berenato@discoverchampions.com,6 - 13 years,60.0
Cumberland,CCC123106,Child Care Center,Collins Family Center,207 Bodgen Boulevard,Millville,08332,(856) 265-5082,collinsfamilycenter1@gmail.com,0 - 13 years,30.0
Cumberland,CCC122985,Child Care Center,Landis Rising Stars Academy,2106 West Landis Avenue,Vineland,08360,(609) 839-3905,Landisrisingstarsacademy@gmail.com,0 - 13 years,71.0
Cumberland,CCC122679,Child Care Center,Wilbert & Margie's Precious Jewels,229 Laurel Heights Drive,Bridgeton,08302,(856) 460-0003,tanisharussell69@gmail.com,0 - 13 years,60.0
Cumberland,CCC122201,Child Care Center,"Miracle Kids Learning Academy, Inc.",586 Heilprin Street,Millville,08332,(856) 241-7611,amychristine09@yahoo.com,2 1/2 - 13 years,45.0
Cumberland,CCC121551,Child Care Center,US TAEKWONDO CENTER,113 North High Street,Millville,08332,(856) 440-5933,USTCMV@GMAIL.COM,2 1/2 - 13 years,99.0
Cumberland,CCC121012,Child Care Center,Golden Gate -Millville,250 Rieck Avenue,Millville,08332,(856) 422-0502,goldengatecdc@aol.com,0 - 13 years,96.0
Cumberland,CCC120491,Child Care Center,Leaders of Tomorrow Early Learning Academy Inc,1017 South Spring Road,Vineland,08361,(856) 692-3400,leadersoftom@gmail.com,2 1/2 - 13 years,235.0
Cumberland,CCC119865,Child Care Center,Lil Prodigy Learning Center 4,1667 East Landis Avenue,Vineland,08361,(856) 301-4780,lilprodigymarmora@yahoo.com,0 - 13 years,120.0
Cumberland,CCC119858,Child Care Center,Project TEACH- Cumberland,928 W Sherman Ave,Vineland,08360,(856) 839-3242,megan.webster@dcf.nj.gov,0 - 6 years,26.0
Cumberland,CCC119467,Child Care Center,Golden Gate Childcare Development Center,41 North Pearl Street,Bridgeton,08302,(609) 868-4926,goldengatecdc@aol.com,0 - 13 years,60.0
Cumberland,CCC117627,Child Care Center,Infinite Blessings Childcare,27 Gilmore Street,Bridgeton,08302,(856) 451-2117,tamillejones5671@comcast.net,0 - 13 years,38.0
Cumberland,CCC115955,Child Care Center,Sharing and Caring Childcare Center,2018 Wheaton Ave,Millville,08332,(856) 466-6172,sharoncoombsflowers@yahoo.com,0 - 13 years,42.0
Cumberland,CCC115801,Child Care Center,Carl Arthur Center,304 West PLum Street,Vineland,08360,(856) 896-0244,ewade@vinelandbgc.org,6 - 13 years,100.0
Cumberland,CCC114771,Child Care Center,Golden Gate Academy,519 North West Avenue,Vineland,08360,(856) 794-3165,goldengatecdc@aol.com,2 1/2 - 13 years,120.0
Cumberland,190300010,Child Care Center,Great Start Learning Academy,2120 North Delsea Drive,Vineland,08360,(856) 839-2741,greatstartla@gmail.com,0 - 13 years,100.0
Cumberland,180800052,Child Care Center,Precious Dreams Daycare,"1940 S.W. Boulevard, Unit B102",Vineland,08360,(856) 362-5316,preciousdreamsdaycare50@gmail.com,0 - 13 years,60.0
Cumberland,180700109,Child Care Center,Cumberland Cape Atlantic YMCA at Deerfield Township,419 Morton Avenue,Rosenhayn,08352,(856) 451-6610,childcare@ccaymca.org,2 1/2 - 13 years,60.0
Cumberland,171200166,Child Care Center,Cumberland Cape Atlantic YMCA @ Haleyville Mauricetown Elementary School,1308 North Avenue,Port Norris,08349,(856) 332-9176,childcare@ccaymca.org,2 1/2 - 13 years,55.0
Cumberland,171200165,Child Care Center,Silver Run School Millville Continuing Education,301 Silver Run Road,Millville,08332,(856) 327-7584,amanda.devita@millville.org,6 - 13 years,180.0
Cumberland,171200164,Child Care Center,RM Bacon School Millville Continuing Education,501 S. Third Street,Millville,08332,(856) 327-7584,amanda.devita@millville.org,6 - 13 years,90.0
Cumberland,171200163,Child Care Center,Rieck Avenue School Millville Continuing Education,339 Rieck Avenue,Millville,08332,(856) 327-7584,amanda.devita@millville.org,6 - 13 years,180.0
Cumberland,171200162,Child Care Center,Mount Pleasant School Millville Continuing Education,100 Carmel Road,Millville,08332,(856) 327-7584,amanda.devita@millville.org,6 - 13 years,67.0
Cumberland,171200161,Child Care Center,Lakeside Middle School Millville Continuing Education,2 N. Sharp Street,Millville,08332,(856) 327-7584,amanda.devita@millville.org,6 - 13 years,180.0
Cumberland,171200160,Child Care Center,Holly Heights School Millville Continuing Education,2509 E. Main Street,Millville,08332,(856) 327-7584,amanda.devita@millville.org,6 - 13 years,180.0
Cumberland,171200023,Child Care Center,Child Family Center,1100 Coombs Road,Millville,08332,(856) 293-2171,joann.burns@millville.org,2 1/2 - 6 years,180.0
Cumberland,170800223,Child Care Center,Cumberland Cape Atlantic YMCA at Vineland Charter,1480 Pennsylvania Avenue,Vineland,08361,(856) 691-0030,childcare@ccaymca.org,2 1/2 - 13 years,93.0
Cumberland,170800219,Child Care Center,Cumberland Cape Atlantic YMCA at Millville Charter,1101 Wheaton Avenue,Millville,08332,(856) 696-0121,childcare@ccaymca.org,6 - 13 years,40.0
Cumberland,170600198,Child Care Center,Boys & Girls Club of Vineland,560 Crystal Ave,Vineland,08360,(856) 696-4190,rdequinzio@vinelandbgc.org,6 - 13 years,30.0
Cumberland,170500132,Child Care Center,Greater Deliverance Learning Academy,800 East Wood Street,Vineland,08360,(856) 500-6539,copastorfloyd@msn.com,2 1/2 - 13 years,70.0
Cumberland,170100185,Child Care Center,Legacy Kingdom Daycare LLC,930 N Main Rd,Vineland,08360,(856) 696-0719,legacykingdomdaycare@gmail.com,0 - 13 years,58.0
Cumberland,160800045,Child Care Center,LML Compass Care,23 West Chestnut Avenue,Vineland,08360,(856) 553-6281,jjohnston@letmelearn.org,2 1/2 - 13 years,120.0
Cumberland,150600127,Child Care Center,Genius Kids Academy and Learning Institute Inc,1022-24 N High Street,Millville,08332,(856) 825-8280,geniuskids2016@gmail.com,0 - 13 years,55.0
Cumberland,140100100,Child Care Center,Kid Country,618 Kenyon Ave,Bridgeton,08302,(856) 378-7423,Chris.KidCountry@comcast.net,0 - 13 years,65.0
Cumberland,110800034,Child Care Center,"All Kids First II, LLC",1321 Stewart Street,Vineland,08361,(856) 563-1233,caroladeola@gmail.com,0 - 6 years,195.0
Cumberland,101200096,Child Care Center,Golden Gate CDC II,120 West Wood Street,Vineland,08360,(856) 205-0556,goldengatecdc@aol.com,0 - 13 years,137.0
Cumberland,091200120,Child Care Center,Gibson's Kidstown Childcare LLC,135-137 Port Elizabeth-Cumberland Road,Port Elizabeth,08348,(856) 506-8092,kidstownkids@aol.com,0 - 6 years,60.0
Cumberland,091100094,Child Care Center,ABC Learning Academy,321 W. Grape Street,Vineland,08360,(856) 457-5514,jarivettea@aol.com,0 - 13 years,112.0
Cumberland,06VIN0006,Child Care Center,Vineland III HeadStart Center,116 Elmer St,Vineland,08360,(856) 691-5838,Bsteward@gatewaycap.org,2 1/2 - 6 years,51.0
Cumberland,06VIN0005,Child Care Center,Golan Learning Center,2725 North Delsea Dr,Vineland,08360,(856) 696-3890,lsatterfield@vineland.org,2 1/2 - 6 years,170.0
Cumberland,06UPP0001,Child Care Center,Upper Deerfield Pre-School,1123 Hwy  77,Upper Deerfield,08302,(856) 455-7975,jscarani@aol.com,0 - 13 years,99.0
Cumberland,06TOY0007,Child Care Center,"Toy Box PreSchool, LLC",344 Fayette Street,Bridgeton,08302,(856) 455-9794,toyboxpreschool@aol.com,2 1/2 - 13 years,26.0
Cumberland,06TIN0002,Child Care Center,Tiny Tots Pre-School & Child Care Center,158 E Elmer Rd,Vineland,08360,(856) 794-4886,tinytots402@aol.com,0 - 6 years,239.0
Cumberland,06RIV0001,Child Care Center,River's Edge Early Learning Center,110-112 Cohansey St,Bridgeton,08302,(856) 453-0803,DWhiteMorris@gatewaycap.org,2 1/2 - 13 years,120.0
Cumberland,06REM0001,Child Care Center,"Remsterville Learning Center-Next Generation, Inc.",1185 Highway 77,Bridgeton,08302,(856) 455-7133,rlcbridgeton@comcast.net,0 - 6 years,130.0
Cumberland,06NOM0001,Child Care Center,No More Tears,3006 Cedarville Road,Millville,08332,(856) 447-3312,rowwillie50@me.com,0 - 13 years,51.0
Cumberland,06NEW0003,Child Care Center,New Horizon's Child Enrichment Center,240 Walnut Street,Bridgeton,08302,(856) 455-8377,wvicente@pathstone.org,0 - 6 years,84.0
Cumberland,06MIS0003,Child Care Center,Miss Inez Children's House II,1242 Bridgeton-Millville Pike,Bridgeton,08302,(856) 453-1210,missinezchildrenshouse@yahoo.com,2 1/2 - 13 years,45.0
Cumberland,06MIS0001,Child Care Center,Miss Inez Children's House,39 Duchess Pl,Millville,08332,(856) 453-0900,MissInezchildrenshouse@yahoo.com,2 1/2 - 13 years,75.0
Cumberland,06MIL0002,Child Care Center,Millville Day Care Center,911 Columbia Ave,Millville,08332,(856) 825-9364,mvdcnj@ccare.comcastbiz.net,0 - 13 years,247.0
Cumberland,06LIT0002,Child Care Center,"Little Lamb Preschool-Keener Kids, Inc.",1005 E Wheat Rd,Vineland,08360,(856) 692-5390,rpiatt@vineland.org,0 - 13 years,168.0
Cumberland,06LIN0001,Child Care Center,Linda Dechen Early Learning Center,237 W Chestnut Ave,Vineland,08360,(856) 692-7239,Bgomez@gatewaycap.org,0 - 13 years,109.0
Cumberland,06KID0002,Child Care Center,Kids' Center,220 Main Street,Newport,08345,(856) 447-4673,edejong@downeschool.org,6 - 13 years,100.0
Cumberland,06GLO0002,Child Care Center,Glory Tabernacle Childcare & Learning Center #2,827 E Commerce Street,Fairfield Township,08302,(856) 451-8646,TracyH@glorytabernacle.org,2 1/2 - 13 years,115.0
Cumberland,06GLO0001,Child Care Center,Glory Tabernacle ChildCare & Learning Center,1018 Buckshutem Rd,Bridgeton,08302,(856) 451-1552,dhadleyjr@glorytabernacle.org,0 - 13 years,75.0
Cumberland,06DIB0001,Child Care Center,DiBiase Infant Care Center,2040 E Oak Rd,Vineland,08361,(856) 691-2780,kdibiase316@aol.com,0 - 13 years,228.0
Cumberland,06CUM0003,Child Care Center,Cumberland Cape Atlantic YMCA,1159 E Landis Ave,Vineland,08360,(856) 691-0030,childcare@ccaymca.org,0 - 13 years,305.0
Cumberland,06COU0002,Child Care Center,The Courtyard School,1270 South East Avenue,Vineland,08360,(856) 692-0414,contact@courtyardschool.com,2 1/2 - 13 years,120.0
Cumberland,06COR0001,Child Care Center,Corson Park Day Care and Nursery,4 N 12th Street,Millville,08332,(856) 825-5540,corsonparkchina@aol.com,0 - 13 years,71.0
Cumberland,06CHE0003,Child Care Center,Cheryl L. Chadwich Early Learning Center,10 Washington St,Bridgeton,08302,(856) 451-6388,bakili@gatewaycap.org,0 - 6 years,75.0
Cumberland,06ALL0001,Child Care Center,"All Kids First, Inc.",1385 Magnolia Rd,Vineland,08361,(856) 563-1224,caroladeola@gmail.com,0 - 6 years,361.0
Essex,CCC129362,Child Care Center,United Community Corporation at South Seventeenth Street Elementary School,619 S 17th Street,Newark,07103,(973) 642-0181,yolanda.loney@uccnewark.org,6 - 13 years,82.0
Essex,CCC129195,Child Care Center,Seasons of Learning at Gordon Parks Academy,98 Greenwood Avenue,East Orange,07017,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,120.0
Essex,CCC129194,Child Care Center,Seasons of Learning at Mildred Barry Garvin School,1 Grove Place,East Orange,07017,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,120.0
Essex,CCC129177,Child Care Center,East Orange YMCA - Dionne Warwick Institute,120 Central Ave,East Orange,07017,(973) 266-5930,jmartin@metroymcas.org,2 1/2 - 13 years,70.0
Essex,CCC128451,Child Care Center,Kiddies Kare,173-229 Norfolk St AKA 187 West Market St,Newark,07103,(732) 788-9495,admin@kiddieskare.com,2 1/2 - 13 years,68.0
Essex,CCC128319,Child Care Center,Seasons of Learning at Toussaint Louverture School,330 Central Avenue,East Orange,07018,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,217.0
Essex,CCC128317,Child Care Center,Seasons of Learning at Edward T. Bowser School of Excellence,180 Lincoln Street,East Orange,07017,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,250.0
Essex,CCC128296,Child Care Center,Seasons of Learning at J Garfield Jackson Academy,106 Prospect Street,East Orange,07017,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,131.0
Essex,CCC128241,Child Care Center,Apollo After School at Belleville High School,100 Passaic Ave,Belleville,07109,(855) 543-7277,office@apolloafterschool.com,6 - 13 years,280.0
Essex,CCC128118,Child Care Center,Seasons of Learning at Langston Hughes School,160 Rhode Island Avenue,East Orange,07018,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,150.0
Essex,CCC127917,Child Care Center,First Class Learning Center II,27 Franklin Street,Belleville,07109,(973) 685-0206,firstclassabc@aol.com,2 1/2 - 13 years,95.0
Essex,CCC127729,Child Care Center,Mercyland Children and Academy Center,396 15TH AVENUE,NEWARK,07103,(973) 622-6252,Mercyland.childrenacademy@gmail.com,0 - 13 years,42.0
Essex,CCC127378,Child Care Center,Apollo After School at The Hornblower Early Childhood Center,229 Main Street,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,2 1/2 - 13 years,90.0
Essex,CCC127377,Child Care Center,Apollo After School at Belleville Elementary School 10,527 Belleville Ave,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,2 1/2 - 13 years,77.0
Essex,CCC127376,Child Care Center,Apollo After School at Belleville Elementary School 9,301 Ralph Street,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,6 - 13 years,42.0
Essex,CCC127375,Child Care Center,Apollo After School at Belleville Elementary School 8,183 Union Avenue,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,2 1/2 - 13 years,107.0
Essex,CCC127374,Child Care Center,Apollo After School at Belleville Elementary School 7,20 Passaic Avenue,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,2 1/2 - 13 years,156.0
Essex,CCC127373,Child Care Center,Apollo After School at Belleville Elementary School 5,149 Adelaide Street,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,2 1/2 - 13 years,54.0
Essex,CCC127371,Child Care Center,Apollo After School at Belleville Elementary School 4,30 Magnolia St,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,2 1/2 - 13 years,85.0
Essex,CCC127370,Child Care Center,Apollo After School at Belleville Elementary School 3,230 Joralemon Street,Belleville,07109,(855) 543-7277,licensing@apolloafterschool.com,6 - 13 years,125.0
Essex,CCC127363,Child Care Center,Our Bright Future,23 Mills Rd,Irvington,07111,(973) 416-2100,ourbrightfuture23@gmail.com,2 1/2 - 13 years,71.0
Essex,CCC127083,Child Care Center,Seasons of Learning at Wahlstrom Academy,340 Prospect Street,East Orange,07017,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,100.0
"Provider 
County",License Number,Provider Type,Provider Name,Provider Address 1,Provider City,"Provider Zip 
Code","Provider Phone 
Number",Provider Email Address,Ages Served,
Essex,CCC126690,Child Care Center,DLC- SACC,49 Orange Road,Montclair,07042,(973) 744-3400,rcasale@montclairymca.org,2 1/2 - 6 years,29.0
Essex,CCC126586,Child Care Center,Little Helpers,87-89 Broughton Avenue,Bloomfield,07003,(973) 707-2244,info@thelittlehelpers.net,2 1/2 - 13 years,20.0
Essex,CCC126542,Child Care Center,South Mountain YMCA St Joseph's,240 Franklin Street,Maplewood,07040,(973) 762-0860,TDonaldson@metroymcas.org,6 - 13 years,100.0
Essex,CCC123539,Child Care Center,First Steps Early Childhood Center,29-35 Elizabeth Avenue,Newark,07108,(973) 910-8886,info.firststepsecc@gmail.com,0 - 13 years,180.0
Essex,CCC123400,Child Care Center,Little Leaders Academy,123 Fairfield Road,Fairfield,07004,(551) 246-2931,admin@littleleadersfairfield.com,0 - 6 years,87.0
Essex,CCC123348,Child Care Center,Happy Scholars Academy,1442B Springfield Ave,Irvington,07111,(973) 327-2064,info@happyscholarsacademy.com,0 - 13 years,36.0
Essex,CCC123080,Child Care Center,Love 2 Learn Public LLC,100 Northfield Ave,West Orange,07052,(862) 520-5880,Love2learnchildhoodacademy@gmail.com,2 1/2 - 13 years,84.0
Essex,CCC122939,Child Care Center,STEAM Afterschool Enrichment Program,480 Chancellor Avenue,Irvington,07111,(873) 202-4617,youthenrichmentservice1987@gmail.com,0 - 13 years,60.0
Essex,CCC122886,Child Care Center,The Goddard School,50-58 Burnett Avenue,Maplewood,07040,(973) 561-0255,maplewoodnj@goddardschools.com,0 - 13 years,146.0
Essex,CCC122882,Child Care Center,TEACH -Therapeutic Educational Academy for Children Childcare Center,2115 Millburn Avenue,Maplewood,07040,(862) 371-4463,octavia@reveal2healconsulting.org,0 - 13 years,28.0
Essex,CCC122535,Child Care Center,East Orange YMCA - Edward T. Bowser Sr. School of Excellence,180 Lincoln Street,East Orange,07017,(973) 673-5588,jmartin@metroymcas.org,6 - 13 years,79.0
Essex,CCC122531,Child Care Center,East Orange YMCA - Sojourner Truth,116 Hamilton St,East Orange,07017,(973) 673-5588,jmartin@metroymcas.org,6 - 13 years,21.0
Essex,CCC122439,Child Care Center,Kiddie College Campus Academy 2,1211 Springfield Avenue,Irvington,07111,(929) 204-9995,info.kcca2@gmail.com,0 - 13 years,58.0
Essex,CCC122168,Child Care Center,Leonardo da Vinci International Academy LLC,57 Park Street,Bloomfield,07003,(973) 744-7464,info@ldvint.academy,2 1/2 - 13 years,150.0
Essex,CCC122144,Child Care Center,FIAF Preschool,17-19 Munn Street,Montclair,07042,(973) 783-0507,fiafnj@fiaf.org,2 1/2 - 6 years,38.0
Essex,CCC122095,Child Care Center,East Orange YMCA - Forest St,651 Forest St,Orange,07050,(973) 673-5588,lgreene@metroymcas.org,6 - 13 years,90.0
Essex,CCC121913,Child Care Center,Ironbound Community Corporation - South Street School,44 Hermon Street,Newark,07105,(973) 465-0555,cbarlowrichardson@ironboundcc.org,6 - 13 years,63.0
Essex,CCC121842,Child Care Center,Seasons of Learning at Park Avenue Elementary School,231 Park Avenue,Orange,07050,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,150.0
Essex,CCC121841,Child Care Center,Seasons of Learning at Central Elementary School,33 Cleveland Street,Orange,07050,(973) 399-7000,seasonsoflearningeo@gmail.com,2 1/2 - 13 years,150.0
Essex,CCC121760,Child Care Center,Luis Munoz Marin,663 Broadway,Newark,07104,(973) 484-7554,carlosvalentinjr@gmail.com,6 - 13 years,200.0
Essex,CCC121745,Child Care Center,Tosabs School,465 Springfield Avenue,Newark,07103,(929) 389-6669,Tosabsschools@gmail.com,0 - 13 years,69.0
Essex,CCC121735,Child Care Center,Neema Pre-School of Orange,237 Scotland Rd,Orange,07050,(973) 678-0098,neemapreschooloforange@gmail.com,0 - 13 years,104.0
Essex,CCC121608,Child Care Center,Bloom Childcare & Coworking,52 Upper Montclair Plaza,Montclair,07043,(973) 580-2442,amanda@bloomchildcareandcoworking.com,0 - 13 years,42.0
Essex,CCC121536,Child Care Center,KCE Champions LLC @ Lincoln Elementary School,18 Crane Street,West Caldwell,07006,(848) 247-2120,smathias@discoverchampions.com,6 - 13 years,73.0
Essex,CCC121240,Child Care Center,Mint Family Daycare,46 Park Street,Montclair,07042,(201) 270-7101,rolda187@aol.com,0 - 6 years,45.0
Essex,CCC121118,Child Care Center,PRIMROSE SCHOOL OF WEST ORANGE,555 Northfield Ave,West Orange,07052,(973) 803-7788,regional@primroseflorhampark.com,0 - 13 years,187.0
Essex,CCC121114,Child Care Center,Play Learn 2 Grow,50 South Essex Ave,Orange,07050,(862) 276-5685,natashaj728@gmail.com,0 - 13 years,100.0
Essex,CCC121096,Child Care Center,Boys and  Girls Club of Newark - KIPP BOLD & THRIVE Academy,229 18th Ave,Newark,07108,(973) 242-1200,Cplymel@bgcn.org,6 - 13 years,180.0
Essex,CCC121093,Child Care Center,INDIGO GLOW & GROW LEARNING ACADEMY,194 SANFORD STREET,EAST ORANGE,07018,(973) 675-7070,194Indigo@gmail.com,0 - 13 years,30.0
Essex,CCC120982,Child Care Center,KCE Champions LLC @ Washington Elementary,201 Central Avenue,West Caldwell,07006,(848) 247-2120,smathias@discoverchampions.com,6 - 13 years,84.0
Essex,CCC120959,Child Care Center,KCE Champions LLC @ Wilson Elementary School,71 Orton Rd,West Caldwell,07006,(848) 247-2120,smathias@discoverchampions.com,6 - 13 years,95.0
Essex,CCC120958,Child Care Center,KCE Champions LLC @ Jefferson Elementary School,85 Prospect street,West Caldwell,07006,(848) 247-2120,smathias@discoverchampions.com,6 - 13 years,85.0
